date,food_item,category,customers_count,quantity_prepared,quantity_sold,quantity_wasted,selling_price,discount,temperature,rainfall,is_weekend,is_holiday,is_exam_day,ingredient_cost,revenue,day_of_week,month,lag_1_sales,rolling_7_sales_avg
2025-07-13,Chicken Biryani,Main Course,479,205,187,18,220,0.0,26.4,0.0,1,0,0,95,41140.0,6,7,199.0,152.0
2025-07-14,Chicken Biryani,Main Course,363,122,107,15,220,0.0,30.4,0.0,0,0,0,95,23540.0,0,7,187.0,149.0
2025-07-15,Chicken Biryani,Main Course,380,148,139,9,220,0.0,31.7,0.0,0,0,0,95,30580.0,1,7,107.0,148.57142857142858
2025-07-16,Chicken Biryani,Main Course,324,125,110,15,220,0.0,40.4,0.0,0,0,0,95,24200.0,2,7,139.0,149.57142857142858
2025-07-17,Chicken Biryani,Main Course,370,167,147,20,220,10.0,27.1,0.0,0,0,0,95,29106.0,3,7,110.0,147.85714285714286
2025-07-18,Chicken Biryani,Main Course,380,142,128,14,220,0.0,24.9,0.0,0,0,0,95,28160.0,4,7,147.0,148.0
2025-07-19,Chicken Biryani,Main Course,426,221,199,22,220,10.0,25.1,0.0,1,0,0,95,39402.0,5,7,128.0,145.28571428571428
2025-07-20,Chicken Biryani,Main Course,424,176,167,9,220,0.0,21.6,0.7,1,0,0,95,36740.0,6,7,199.0,145.28571428571428
2025-07-21,Chicken Biryani,Main Course,331,162,140,22,220,15.0,34.0,0.9,0,0,0,95,26180.0,0,7,167.0,142.42857142857142
2025-07-22,Chicken Biryani,Main Course,339,136,120,16,220,5.0,26.6,0.0,0,0,0,95,25080.0,1,7,140.0,147.14285714285714
2025-07-23,Chicken Biryani,Main Course,311,162,144,18,220,15.0,36.9,0.0,0,0,0,95,26928.0,2,7,120.0,144.42857142857142
2025-07-24,Chicken Biryani,Main Course,339,132,118,14,220,0.0,28.1,0.7,0,0,0,95,25960.0,3,7,144.0,149.28571428571428
2025-07-25,Chicken Biryani,Main Course,402,169,142,27,220,0.0,30.3,0.3,0,0,0,95,31240.0,4,7,118.0,145.14285714285714
2025-07-26,Chicken Biryani,Main Course,397,186,166,20,220,5.0,34.9,0.0,1,0,0,95,34694.0,5,7,142.0,147.14285714285714
2025-07-27,Chicken Biryani,Main Course,445,210,180,30,220,0.0,35.2,0.0,1,0,0,95,39600.0,6,7,166.0,142.42857142857142
2025-07-28,Chicken Biryani,Main Course,357,146,132,14,220,0.0,31.7,1.8,0,0,0,95,29040.0,0,7,180.0,144.28571428571428
2025-07-29,Chicken Biryani,Main Course,378,123,115,8,220,0.0,24.1,0.0,0,0,0,95,25300.0,1,7,132.0,143.14285714285714
2025-07-30,Chicken Biryani,Main Course,386,145,128,17,220,0.0,33.4,0.0,0,0,0,95,28160.0,2,7,115.0,142.42857142857142
2025-07-31,Chicken Biryani,Main Course,364,132,123,9,220,10.0,23.5,0.0,0,0,0,95,24354.0,3,7,128.0,140.14285714285714
2025-08-01,Chicken Biryani,Main Course,323,133,126,7,220,0.0,25.9,0.0,0,0,0,95,27720.0,4,8,123.0,140.85714285714286
2025-08-02,Chicken Biryani,Main Course,557,269,234,35,220,5.0,33.0,3.3,1,1,0,95,48906.0,5,8,126.0,138.57142857142858
2025-08-03,Chicken Biryani,Main Course,469,215,197,18,220,0.0,34.0,0.0,1,0,0,95,43340.0,6,8,234.0,148.28571428571428
2025-08-04,Chicken Biryani,Main Course,329,128,118,10,220,0.0,22.7,0.0,0,0,0,95,25960.0,0,8,197.0,150.71428571428572
2025-08-05,Chicken Biryani,Main Course,335,126,110,16,220,0.0,35.0,0.0,0,0,0,95,24200.0,1,8,118.0,148.71428571428572
2025-08-06,Chicken Biryani,Main Course,346,148,139,9,220,10.0,31.7,0.0,0,0,0,95,27522.0,2,8,110.0,148.0
2025-08-07,Chicken Biryani,Main Course,355,133,114,19,220,0.0,23.3,0.0,0,0,0,95,25080.0,3,8,139.0,149.57142857142858
2025-08-08,Chicken Biryani,Main Course,426,170,157,13,220,0.0,25.4,0.0,0,1,0,95,34540.0,4,8,114.0,148.28571428571428
2025-08-09,Chicken Biryani,Main Course,476,224,197,27,220,0.0,30.1,0.0,1,0,0,95,43340.0,5,8,157.0,152.71428571428572
2025-08-10,Chicken Biryani,Main Course,469,202,191,11,220,0.0,38.3,0.0,1,0,0,95,42020.0,6,8,197.0,147.42857142857142
2025-08-11,Chicken Biryani,Main Course,312,133,114,19,220,5.0,23.8,0.0,0,0,0,95,23826.0,0,8,191.0,146.57142857142858
2025-08-12,Chicken Biryani,Main Course,357,122,117,5,220,0.0,31.5,1.2,0,0,0,95,25740.0,1,8,114.0,146.0
2025-08-13,Chicken Biryani,Main Course,319,124,117,7,220,15.0,20.8,0.0,0,0,0,95,21879.0,2,8,117.0,147.0
2025-08-14,Chicken Biryani,Main Course,356,135,120,15,220,0.0,36.5,2.9,0,0,0,95,26400.0,3,8,117.0,143.85714285714286
2025-08-15,Chicken Biryani,Main Course,382,126,120,6,220,0.0,34.0,1.2,0,0,0,95,26400.0,4,8,120.0,144.71428571428572
2025-08-16,Chicken Biryani,Main Course,479,198,185,13,220,0.0,31.3,0.0,1,0,0,95,40700.0,5,8,120.0,139.42857142857142
2025-08-17,Chicken Biryani,Main Course,432,224,203,21,220,5.0,26.9,0.0,1,0,0,95,42427.0,6,8,185.0,137.71428571428572
2025-08-18,Chicken Biryani,Main Course,336,146,139,7,220,15.0,29.2,0.0,0,0,0,95,25993.0,0,8,203.0,139.42857142857142
2025-08-19,Chicken Biryani,Main Course,313,120,114,6,220,0.0,24.5,0.0,0,0,0,95,25080.0,1,8,139.0,143.0
2025-08-20,Chicken Biryani,Main Course,336,144,123,21,220,0.0,29.2,0.0,0,0,0,95,27060.0,2,8,114.0,142.57142857142858
2025-08-21,Chicken Biryani,Main Course,331,135,121,14,220,0.0,32.9,0.0,0,0,0,95,26620.0,3,8,123.0,143.42857142857142
2025-08-22,Chicken Biryani,Main Course,374,140,131,9,220,0.0,21.9,0.1,0,0,0,95,28820.0,4,8,121.0,143.57142857142858
2025-08-23,Chicken Biryani,Main Course,487,251,237,14,220,10.0,21.8,0.0,1,0,0,95,46926.0,5,8,131.0,145.14285714285714
2025-08-24,Chicken Biryani,Main Course,451,202,191,11,220,0.0,20.6,0.0,1,0,0,95,42020.0,6,8,237.0,152.57142857142858
2025-08-25,Chicken Biryani,Main Course,359,146,130,16,220,5.0,23.6,0.0,0,0,0,95,27170.0,0,8,191.0,150.85714285714286
2025-08-26,Chicken Biryani,Main Course,298,116,110,6,220,5.0,21.5,0.0,0,0,0,95,22990.0,1,8,130.0,149.57142857142858
2025-08-27,Chicken Biryani,Main Course,334,132,124,8,220,5.0,26.4,0.0,0,0,0,95,25916.0,2,8,110.0,149.0
2025-08-28,Chicken Biryani,Main Course,355,174,146,28,220,15.0,39.2,0.7,0,0,0,95,27302.0,3,8,124.0,149.14285714285714
2025-08-29,Chicken Biryani,Main Course,369,150,133,17,220,0.0,31.0,0.0,0,0,0,95,29260.0,4,8,146.0,152.71428571428572
2025-08-30,Chicken Biryani,Main Course,458,255,223,32,220,10.0,31.0,0.0,1,0,0,95,44154.0,5,8,133.0,153.0
2025-08-31,Chicken Biryani,Main Course,419,198,170,28,220,0.0,28.2,6.3,1,1,0,95,37400.0,6,8,223.0,151.0
2025-09-01,Chicken Biryani,Main Course,322,159,146,13,220,15.0,33.8,0.0,0,0,0,95,27302.0,0,9,170.0,148.0
2025-09-02,Chicken Biryani,Main Course,337,147,127,20,220,10.0,36.1,0.0,0,0,0,95,25146.0,1,9,146.0,150.28571428571428
2025-09-03,Chicken Biryani,Main Course,357,135,122,13,220,5.0,21.6,0.0,0,0,0,95,25498.0,2,9,127.0,152.71428571428572
2025-09-04,Chicken Biryani,Main Course,359,124,104,20,220,0.0,36.7,0.0,0,0,0,95,22880.0,3,9,122.0,152.42857142857142
2025-09-05,Chicken Biryani,Main Course,343,131,120,11,220,10.0,36.3,0.0,0,0,0,95,23760.0,4,9,104.0,146.42857142857142
2025-09-06,Chicken Biryani,Main Course,474,248,231,17,220,15.0,29.5,0.0,1,0,0,95,43197.0,5,9,120.0,144.57142857142858
2025-09-07,Chicken Biryani,Main Course,477,271,227,44,220,15.0,34.7,0.0,1,0,0,95,42449.0,6,9,231.0,145.71428571428572
2025-09-08,Chicken Biryani,Main Course,320,115,105,10,220,0.0,29.0,0.0,0,0,0,95,23100.0,0,9,227.0,153.85714285714286
2025-09-09,Chicken Biryani,Main Course,358,119,108,11,220,0.0,30.1,0.0,0,0,0,95,23760.0,1,9,105.0,148.0
2025-09-10,Chicken Biryani,Main Course,387,153,141,12,220,0.0,29.6,0.0,0,0,0,95,31020.0,2,9,108.0,145.28571428571428
2025-09-11,Chicken Biryani,Main Course,347,130,111,19,220,0.0,31.0,0.0,0,0,0,95,24420.0,3,9,141.0,148.0
2025-09-12,Chicken Biryani,Main Course,369,129,118,11,220,0.0,22.1,0.0,0,1,0,95,25960.0,4,9,111.0,149.0
2025-09-13,Chicken Biryani,Main Course,462,218,186,32,220,0.0,27.0,0.0,1,0,0,95,40920.0,5,9,118.0,148.71428571428572
2025-09-14,Chicken Biryani,Main Course,432,182,172,10,220,0.0,38.2,0.7,1,0,0,95,37840.0,6,9,186.0,142.28571428571428
2025-09-15,Chicken Biryani,Main Course,376,157,134,23,220,0.0,28.3,0.0,0,0,0,95,29480.0,0,9,172.0,134.42857142857142
2025-09-16,Chicken Biryani,Main Course,342,169,150,19,220,10.0,19.7,0.0,0,0,0,95,29700.0,1,9,134.0,138.57142857142858
2025-09-17,Chicken Biryani,Main Course,339,149,127,22,220,5.0,33.6,0.0,0,0,0,95,26543.0,2,9,150.0,144.57142857142858
2025-09-18,Chicken Biryani,Main Course,401,170,161,9,220,10.0,18.1,1.6,0,0,0,95,31878.0,3,9,127.0,142.57142857142858
2025-09-19,Chicken Biryani,Main Course,327,135,129,6,220,15.0,31.7,0.0,0,0,0,95,24123.0,4,9,161.0,149.71428571428572
2025-09-20,Chicken Biryani,Main Course,448,220,208,12,220,10.0,27.3,0.0,1,0,0,95,41184.0,5,9,129.0,151.28571428571428
2025-09-21,Chicken Biryani,Main Course,427,190,166,24,220,0.0,28.3,0.0,1,0,0,95,36520.0,6,9,208.0,154.42857142857142
2025-09-22,Chicken Biryani,Main Course,310,141,134,7,220,15.0,31.6,0.2,0,0,0,95,25058.0,0,9,166.0,153.57142857142858
2025-09-23,Chicken Biryani,Main Course,386,159,140,19,220,0.0,31.5,0.0,0,1,0,95,30800.0,1,9,134.0,153.57142857142858
2025-09-24,Chicken Biryani,Main Course,382,155,147,8,220,5.0,31.6,0.0,0,0,0,95,30723.0,2,9,140.0,152.14285714285714
2025-09-25,Chicken Biryani,Main Course,338,136,121,15,220,5.0,32.8,0.0,0,0,0,95,25289.0,3,9,147.0,155.0
2025-09-26,Chicken Biryani,Main Course,316,125,106,19,220,0.0,25.2,0.0,0,0,0,95,23320.0,4,9,121.0,149.28571428571428
2025-09-27,Chicken Biryani,Main Course,437,227,201,26,220,5.0,25.4,1.5,1,0,0,95,42009.0,5,9,106.0,146.0
2025-09-28,Chicken Biryani,Main Course,469,213,193,20,220,0.0,24.5,0.0,1,0,0,95,42460.0,6,9,201.0,145.0
2025-09-29,Chicken Biryani,Main Course,384,159,138,21,220,0.0,34.3,0.0,0,0,0,95,30360.0,0,9,193.0,148.85714285714286
2025-09-30,Chicken Biryani,Main Course,328,160,137,23,220,15.0,26.6,0.0,0,0,0,95,25619.0,1,9,138.0,149.42857142857142
2025-10-01,Chicken Biryani,Main Course,335,128,121,7,220,0.0,26.7,0.0,0,0,0,95,26620.0,2,10,137.0,149.0
2025-10-02,Chicken Biryani,Main Course,350,168,148,20,220,10.0,30.7,0.0,0,0,0,95,29304.0,3,10,121.0,145.28571428571428
2025-10-03,Chicken Biryani,Main Course,386,134,128,6,220,0.0,26.7,0.0,0,0,0,95,28160.0,4,10,148.0,149.14285714285714
2025-10-04,Chicken Biryani,Main Course,417,202,176,26,220,0.0,33.2,0.0,1,0,0,95,38720.0,5,10,128.0,152.28571428571428
2025-10-05,Chicken Biryani,Main Course,457,221,186,35,220,0.0,28.0,0.9,1,0,0,95,40920.0,6,10,176.0,148.71428571428572
2025-10-06,Chicken Biryani,Main Course,391,148,139,9,220,0.0,26.8,0.0,0,0,0,95,30580.0,0,10,186.0,147.71428571428572
2025-10-07,Chicken Biryani,Main Course,372,147,136,11,220,0.0,27.1,0.0,0,0,0,95,29920.0,1,10,139.0,147.85714285714286
2025-10-08,Chicken Biryani,Main Course,338,134,121,13,220,0.0,30.6,0.0,0,0,0,95,26620.0,2,10,136.0,147.71428571428572
2025-10-09,Chicken Biryani,Main Course,353,127,111,16,220,0.0,33.0,0.0,0,0,0,95,24420.0,3,10,121.0,147.71428571428572
2025-10-10,Chicken Biryani,Main Course,348,129,121,8,220,0.0,24.1,0.0,0,0,0,95,26620.0,4,10,111.0,142.42857142857142
2025-10-11,Chicken Biryani,Main Course,445,239,203,36,220,10.0,28.6,0.0,1,0,0,95,40194.0,5,10,121.0,141.42857142857142
2025-10-12,Chicken Biryani,Main Course,459,200,187,13,220,0.0,33.4,3.0,1,0,0,95,41140.0,6,10,203.0,145.28571428571428
2025-10-13,Chicken Biryani,Main Course,356,136,124,12,220,0.0,28.4,0.0,0,0,0,95,27280.0,0,10,187.0,145.42857142857142
2025-10-14,Chicken Biryani,Main Course,395,145,134,11,220,0.0,40.7,0.0,0,0,0,95,29480.0,1,10,124.0,143.28571428571428
2025-10-15,Chicken Biryani,Main Course,357,139,120,19,220,0.0,31.5,0.0,0,0,0,95,26400.0,2,10,134.0,143.0
2025-10-16,Chicken Biryani,Main Course,353,171,152,19,220,15.0,28.1,0.0,0,0,0,95,28424.0,3,10,120.0,142.85714285714286
2025-10-17,Chicken Biryani,Main Course,329,148,127,21,220,10.0,29.3,0.0,0,0,0,95,25146.0,4,10,152.0,148.71428571428572
2025-10-18,Chicken Biryani,Main Course,416,182,172,10,220,0.0,26.6,0.0,1,0,0,95,37840.0,5,10,127.0,149.57142857142858
2025-10-19,Chicken Biryani,Main Course,432,198,185,13,220,0.0,32.2,2.4,1,0,0,95,40700.0,6,10,172.0,145.14285714285714
2025-10-20,Chicken Biryani,Main Course,356,119,113,6,220,0.0,26.5,0.0,0,0,0,95,24860.0,0,10,185.0,144.85714285714286
2025-10-21,Chicken Biryani,Main Course,356,137,115,22,220,0.0,27.8,0.0,0,0,0,95,25300.0,1,10,113.0,143.28571428571428
2025-10-22,Chicken Biryani,Main Course,327,129,111,18,220,5.0,30.5,0.0,0,0,0,95,23199.0,2,10,115.0,140.57142857142858
2025-10-23,Chicken Biryani,Main Course,350,166,156,10,220,15.0,32.4,0.0,0,0,0,95,29172.0,3,10,111.0,139.28571428571428
2025-10-24,Chicken Biryani,Main Course,359,146,131,15,220,0.0,37.6,0.0,0,0,0,95,28820.0,4,10,156.0,139.85714285714286
2025-10-25,Chicken Biryani,Main Course,488,223,200,23,220,0.0,27.9,0.0,1,0,0,95,44000.0,5,10,131.0,140.42857142857142
2025-10-26,Chicken Biryani,Main Course,441,189,176,13,220,0.0,30.4,0.0,1,0,0,95,38720.0,6,10,200.0,144.42857142857142
2025-10-27,Chicken Biryani,Main Course,376,140,132,8,220,0.0,23.2,0.0,0,0,0,95,29040.0,0,10,176.0,143.14285714285714
2025-01-01,Chicken Fried Rice,Fast Food,357,98,88,10,140,0.0,24.4,0.1,0,0,0,60,12320.0,2,1,88.0,148.16666666666666
2025-01-02,Chicken Fried Rice,Fast Food,334,107,93,14,140,10.0,31.6,0.0,0,0,0,60,11718.0,3,1,88.0,143.66666666666666
2025-01-03,Chicken Fried Rice,Fast Food,319,87,83,4,140,0.0,34.1,0.0,0,0,0,60,11620.0,4,1,93.0,140.66666666666666
2025-01-04,Chicken Fried Rice,Fast Food,421,115,98,17,140,5.0,26.4,0.0,1,0,0,60,13034.0,5,1,83.0,128.5
2025-01-05,Chicken Fried Rice,Fast Food,420,114,109,5,140,0.0,24.5,0.0,1,0,0,60,15260.0,6,1,98.0,123.0
2025-01-06,Chicken Fried Rice,Fast Food,336,112,95,17,140,10.0,28.5,0.0,0,0,0,60,11970.0,0,1,109.0,107.83333333333333
2025-01-07,Chicken Fried Rice,Fast Food,341,84,71,13,140,0.0,26.5,0.8,0,0,0,60,9940.0,1,1,95.0,94.33333333333333
2025-01-08,Chicken Fried Rice,Fast Food,333,108,98,10,140,5.0,21.6,1.4,0,0,0,60,13034.0,2,1,71.0,91.0
2025-01-09,Chicken Fried Rice,Fast Food,335,89,84,5,140,0.0,25.0,1.3,0,0,0,60,11760.0,3,1,98.0,92.42857142857143
2025-01-10,Chicken Fried Rice,Fast Food,309,102,96,6,140,10.0,32.8,0.0,0,0,0,60,12096.0,4,1,84.0,91.14285714285714
2025-01-11,Chicken Fried Rice,Fast Food,419,114,104,10,140,0.0,30.9,0.0,1,0,0,60,14560.0,5,1,96.0,93.0
2025-01-12,Chicken Fried Rice,Fast Food,443,148,124,24,140,15.0,28.8,0.0,1,0,0,60,14756.0,6,1,104.0,93.85714285714286
2025-01-13,Chicken Fried Rice,Fast Food,341,108,94,14,140,5.0,35.2,0.0,0,0,0,60,12502.0,0,1,124.0,96.0
2025-01-14,Chicken Fried Rice,Fast Food,362,104,92,12,140,0.0,27.0,0.0,0,0,0,60,12880.0,1,1,94.0,95.85714285714286
2025-01-15,Chicken Fried Rice,Fast Food,391,117,107,10,140,0.0,25.5,0.0,0,1,0,60,14980.0,2,1,92.0,98.85714285714286
2025-01-16,Chicken Fried Rice,Fast Food,412,150,132,18,140,15.0,21.7,0.0,0,1,0,60,15708.0,3,1,107.0,100.14285714285714
2025-01-17,Chicken Fried Rice,Fast Food,396,120,105,15,140,10.0,28.8,1.0,0,0,0,60,13230.0,4,1,132.0,107.0
2025-01-18,Chicken Fried Rice,Fast Food,402,100,95,5,140,0.0,27.0,0.0,1,0,0,60,13300.0,5,1,105.0,108.28571428571429
2025-01-19,Chicken Fried Rice,Fast Food,521,130,110,20,140,0.0,27.1,1.8,1,1,0,60,15400.0,6,1,95.0,107.0
2025-01-20,Chicken Fried Rice,Fast Food,382,100,91,9,140,5.0,27.8,0.0,0,0,0,60,12103.0,0,1,110.0,105.0
2025-01-21,Chicken Fried Rice,Fast Food,349,104,98,6,140,5.0,26.5,0.0,0,0,0,60,13034.0,1,1,91.0,104.57142857142857
2025-01-22,Chicken Fried Rice,Fast Food,332,108,95,13,140,0.0,27.6,0.0,0,0,0,60,13300.0,2,1,98.0,105.42857142857143
2025-01-23,Chicken Fried Rice,Fast Food,361,109,96,13,140,0.0,28.3,0.0,0,0,0,60,13440.0,3,1,95.0,103.71428571428571
2025-01-24,Chicken Fried Rice,Fast Food,375,101,85,16,140,0.0,34.9,0.9,0,0,0,60,11900.0,4,1,96.0,98.57142857142857
2025-01-25,Chicken Fried Rice,Fast Food,488,146,125,21,140,10.0,35.9,0.0,1,1,0,60,15750.0,5,1,85.0,95.71428571428571
2025-01-26,Chicken Fried Rice,Fast Food,442,137,122,15,140,5.0,30.2,0.0,1,0,0,60,16226.0,6,1,125.0,100.0
2025-01-27,Chicken Fried Rice,Fast Food,374,142,129,13,140,15.0,28.8,0.0,0,0,0,60,15351.0,0,1,122.0,101.71428571428571
2025-01-28,Chicken Fried Rice,Fast Food,307,77,70,7,140,0.0,36.7,0.0,0,0,0,60,9800.0,1,1,129.0,107.14285714285714
2025-01-29,Chicken Fried Rice,Fast Food,338,114,108,6,140,15.0,27.8,0.3,0,0,0,60,12852.0,2,1,70.0,103.14285714285714
2025-01-30,Chicken Fried Rice,Fast Food,409,100,92,8,140,0.0,33.8,0.0,0,0,0,60,12880.0,3,1,108.0,105.0
2025-01-31,Chicken Fried Rice,Fast Food,322,136,124,12,140,0.0,26.8,3.3,0,0,0,60,17360.0,4,1,92.0,104.42857142857143
2025-02-01,Chicken Fried Rice,Fast Food,438,103,96,7,140,0.0,34.7,0.2,1,0,0,60,13440.0,5,2,124.0,110.0
2025-02-02,Chicken Fried Rice,Fast Food,463,105,93,12,140,0.0,21.7,0.0,1,0,0,60,13020.0,6,2,96.0,105.85714285714286
2025-02-03,Chicken Fried Rice,Fast Food,334,128,108,20,140,15.0,28.1,0.0,0,0,0,60,12852.0,0,2,93.0,101.71428571428571
2025-02-04,Chicken Fried Rice,Fast Food,356,144,131,13,140,0.0,35.8,2.4,0,0,0,60,18340.0,1,2,108.0,98.71428571428571
2025-02-05,Chicken Fried Rice,Fast Food,370,128,110,18,140,5.0,25.8,0.0,0,0,0,60,14630.0,2,2,131.0,107.42857142857143
2025-02-06,Chicken Fried Rice,Fast Food,360,110,100,10,140,0.0,37.5,0.0,0,0,0,60,14000.0,3,2,110.0,107.71428571428571
2025-02-07,Chicken Fried Rice,Fast Food,356,92,80,12,140,0.0,34.2,0.0,0,0,0,60,11200.0,4,2,100.0,108.85714285714286
2025-02-08,Chicken Fried Rice,Fast Food,463,134,120,14,140,5.0,42.7,0.0,1,0,0,60,15960.0,5,2,80.0,102.57142857142857
2025-02-09,Chicken Fried Rice,Fast Food,444,116,102,14,140,0.0,29.3,0.0,1,0,0,60,14280.0,6,2,120.0,106.0
2025-02-10,Chicken Fried Rice,Fast Food,353,87,74,13,140,0.0,29.4,0.1,0,0,0,60,10360.0,0,2,102.0,107.28571428571429
2025-02-11,Chicken Fried Rice,Fast Food,373,120,102,18,140,0.0,26.1,0.3,0,0,0,60,14280.0,1,2,74.0,102.42857142857143
2025-02-12,Chicken Fried Rice,Fast Food,326,84,76,8,140,5.0,26.7,0.0,0,0,0,60,10108.0,2,2,102.0,98.28571428571429
2025-02-13,Chicken Fried Rice,Fast Food,374,160,149,11,140,10.0,27.3,3.0,0,0,0,60,18774.0,3,2,76.0,93.42857142857143
2025-02-14,Chicken Fried Rice,Fast Food,325,104,97,7,140,5.0,31.0,0.0,0,0,0,60,12901.0,4,2,149.0,100.42857142857143
2025-02-15,Chicken Fried Rice,Fast Food,504,136,126,10,140,5.0,23.6,2.0,1,1,0,60,16758.0,5,2,97.0,102.85714285714286
2025-02-16,Chicken Fried Rice,Fast Food,433,120,104,16,140,5.0,30.0,0.0,1,0,0,60,13832.0,6,2,126.0,103.71428571428571
2025-02-17,Chicken Fried Rice,Fast Food,317,121,113,8,140,0.0,35.7,4.5,0,0,0,60,15820.0,0,2,104.0,104.0
2025-02-18,Chicken Fried Rice,Fast Food,426,111,105,6,140,0.0,24.6,0.0,0,1,0,60,14700.0,1,2,113.0,109.57142857142857
2025-02-19,Chicken Fried Rice,Fast Food,333,90,81,9,140,0.0,25.5,0.0,0,0,0,60,11340.0,2,2,105.0,110.0
2025-02-20,Chicken Fried Rice,Fast Food,386,116,108,8,140,5.0,27.8,0.0,0,0,0,60,14364.0,3,2,81.0,110.71428571428571
2025-02-21,Chicken Fried Rice,Fast Food,379,150,130,20,140,15.0,28.9,0.0,0,0,0,60,15470.0,4,2,108.0,104.85714285714286
2025-02-22,Chicken Fried Rice,Fast Food,412,122,111,11,140,0.0,31.0,0.0,1,0,0,60,15540.0,5,2,130.0,109.57142857142857
2025-02-23,Chicken Fried Rice,Fast Food,362,110,96,14,140,5.0,39.0,0.0,1,0,0,60,12768.0,6,2,111.0,107.42857142857143
2025-02-24,Chicken Fried Rice,Fast Food,353,104,91,13,140,0.0,29.2,0.0,0,0,0,60,12740.0,0,2,96.0,106.28571428571429
2025-02-25,Chicken Fried Rice,Fast Food,380,113,107,6,140,0.0,31.1,0.0,0,0,0,60,14980.0,1,2,91.0,103.14285714285714
2025-02-26,Chicken Fried Rice,Fast Food,359,93,81,12,140,5.0,27.2,0.0,0,0,0,60,10773.0,2,2,107.0,103.42857142857143
2025-02-27,Chicken Fried Rice,Fast Food,344,92,78,14,140,0.0,27.2,0.0,0,0,0,60,10920.0,3,2,81.0,103.42857142857143
2025-02-28,Chicken Fried Rice,Fast Food,361,119,104,15,140,0.0,31.7,0.0,0,0,0,60,14560.0,4,2,78.0,99.14285714285714
2025-03-01,Chicken Fried Rice,Fast Food,434,116,107,9,140,10.0,22.8,0.0,1,0,0,60,13482.0,5,3,104.0,95.42857142857143
2025-03-02,Chicken Fried Rice,Fast Food,471,133,114,19,140,5.0,37.5,0.0,1,0,0,60,15162.0,6,3,107.0,94.85714285714286
2025-03-03,Chicken Fried Rice,Fast Food,287,74,70,4,140,0.0,34.6,0.0,0,0,1,60,9800.0,0,3,114.0,97.42857142857143
2025-03-04,Chicken Fried Rice,Fast Food,255,62,57,5,140,0.0,32.6,0.0,0,0,1,60,7980.0,1,3,70.0,94.42857142857143
2025-03-05,Chicken Fried Rice,Fast Food,355,116,109,7,140,5.0,33.2,0.0,0,0,0,60,14497.0,2,3,57.0,87.28571428571429
2025-03-06,Chicken Fried Rice,Fast Food,299,108,101,7,140,5.0,29.9,3.1,0,0,1,60,13433.0,3,3,109.0,91.28571428571429
2025-03-07,Chicken Fried Rice,Fast Food,343,103,91,12,140,0.0,28.6,0.0,0,0,0,60,12740.0,4,3,101.0,94.57142857142857
2025-03-08,Chicken Fried Rice,Fast Food,449,119,106,13,140,0.0,29.6,0.0,1,0,0,60,14840.0,5,3,91.0,92.71428571428571
2025-03-09,Chicken Fried Rice,Fast Food,456,121,115,6,140,5.0,24.8,0.0,1,0,0,60,15295.0,6,3,106.0,92.57142857142857
2025-03-10,Chicken Fried Rice,Fast Food,310,97,84,13,140,10.0,24.6,0.0,0,0,1,60,10584.0,0,3,115.0,92.71428571428571
2025-03-11,Chicken Fried Rice,Fast Food,238,66,60,6,140,5.0,28.7,0.0,0,0,1,60,7980.0,1,3,84.0,94.71428571428571
2025-03-12,Chicken Fried Rice,Fast Food,231,73,62,11,140,0.0,24.2,0.0,0,0,1,60,8680.0,2,3,60.0,95.14285714285714
2025-03-13,Chicken Fried Rice,Fast Food,302,81,72,9,140,0.0,25.2,0.0,0,0,0,60,10080.0,3,3,62.0,88.42857142857143
2025-03-14,Chicken Fried Rice,Fast Food,351,94,87,7,140,0.0,27.1,0.0,0,0,0,60,12180.0,4,3,72.0,84.28571428571429
2025-03-15,Chicken Fried Rice,Fast Food,505,127,112,15,140,0.0,27.2,1.5,1,0,0,60,15680.0,5,3,87.0,83.71428571428571
2025-03-16,Chicken Fried Rice,Fast Food,490,111,105,6,140,0.0,26.0,0.0,1,0,0,60,14700.0,6,3,112.0,84.57142857142857
2025-03-17,Chicken Fried Rice,Fast Food,380,100,89,11,140,0.0,22.2,0.0,0,0,0,60,12460.0,0,3,105.0,83.14285714285714
2025-03-18,Chicken Fried Rice,Fast Food,365,111,104,7,140,5.0,35.5,0.0,0,0,0,60,13832.0,1,3,89.0,83.85714285714286
2025-03-19,Chicken Fried Rice,Fast Food,224,63,54,9,140,0.0,34.8,0.0,0,0,1,60,7560.0,2,3,104.0,90.14285714285714
2025-03-20,Chicken Fried Rice,Fast Food,331,92,82,10,140,0.0,29.1,1.8,0,0,0,60,11480.0,3,3,54.0,89.0
2025-03-21,Chicken Fried Rice,Fast Food,332,95,90,5,140,5.0,25.0,0.0,0,1,1,60,11970.0,4,3,82.0,90.42857142857143
2025-03-22,Chicken Fried Rice,Fast Food,442,139,125,14,140,10.0,26.9,0.0,1,0,0,60,15750.0,5,3,90.0,90.85714285714286
2025-03-23,Chicken Fried Rice,Fast Food,449,109,103,6,140,0.0,21.0,0.0,1,0,0,60,14420.0,6,3,125.0,92.71428571428571
2025-03-24,Chicken Fried Rice,Fast Food,268,69,59,10,140,0.0,24.0,0.0,0,0,1,60,8260.0,0,3,103.0,92.42857142857143
2025-03-25,Chicken Fried Rice,Fast Food,333,81,74,7,140,0.0,34.6,0.0,0,0,0,60,10360.0,1,3,59.0,88.14285714285714
